,children,content,creationTime,creationTimeDisplay,fetched_at,fullName,id,isAdministrator,like,media,product_code,score,text,code,displayName
21,[],"Bàn phím gõ êm, thoải mái, silent
",2024-12-10T04:39:31.847Z,4 tháng trước,2025-04-16 15:14:55,Khưu Yến,27742.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
22,"[{'id': 27728, 'creationTime': '2024-12-10T04:32:06.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Khang</p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB có 4 màu gồm: Xanh Đen, Vàng, Bạc và Xám ạ. Sản phẩn đang có giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Có bao nhiêu màu vậy ạ?
",2024-12-10T04:24:59.488Z,4 tháng trước,2025-04-16 15:14:55,Khổng Minh Khang,27715.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
23,"[{'id': 27737, 'creationTime': '2024-12-10T04:36:25.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Hà </p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB phù hợp với sinh viên, nhân viên văn phòng, và người cần máy tính xách tay di động nhẹ, pin lâu\u200b giá chỉ 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên Giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","MacBook Air M3 phù hợp với những ai dùng??
",2024-12-10T04:23:19.560Z,4 tháng trước,2025-04-16 15:14:55,Hoàng Hà,27710.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
24,"[{'id': 27722, 'creationTime': '2024-12-10T04:29:32.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Nam</p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB giá niêm yết đang là 32.990.000&nbsp;₫ giảm ngay cho mình 4,200,000đ áp dụng đến 12/12 giá ưu đãi chỉ còn 28.790.000&nbsp;₫ và hỗ trợ trả góp 0% lãi suất nữa ạ.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Giá trên web đã giảm 4tr2 chưa ad?
",2024-12-10T04:21:31.501Z,4 tháng trước,2025-04-16 15:15:05,Hoàng Nam,27705.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
25,[],"Hàng apple mãi đỉnh, mòng nhẹ sang trọng khỏi bàn
",2024-12-10T04:18:07.457Z,4 tháng trước,2025-04-16 15:15:05,Trường Sơn,27697.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
26,[],"Shop giao hàng nhanh và hỗ trợ mình cài máy rất tận tâm
",2024-12-10T04:15:37.193Z,4 tháng trước,2025-04-16 15:15:05,Trần Thị Phấn,27690.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
27,"[{'id': 27460, 'creationTime': '2024-12-09T20:59:04.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Vũ</p><p><br></p><p>Dạ cấu hình của Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB gồm: Chip Apple M3 (8 CPU, 10 GPU), RAM 16GB, SSD 256GB. Sản phẩn đang có giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên Giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Cấu hình của MacBook này như thế nào?
",2024-12-09T20:43:46.708Z,4 tháng trước,2025-04-16 15:15:05,Ngô Lan Hương,27445.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
28,"[{'id': 27454, 'creationTime': '2024-12-09T20:51:51.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Nhung</p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB với GPU 10 nhân, máy đủ mạnh để làm đồ họa trung bình, nhưng không tối ưu như MacBook Pro\u200b ạ nên chị có thể cân nhắc thêm anh nhé! Sản phẩn đang có giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên Giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","MacBook Air M3 có phù hợp để làm việc đồ họa ko ạ
",2024-12-09T20:39:55.328Z,4 tháng trước,2025-04-16 15:15:05,Thị Nhung,27439.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
29,[],"Hệ điều hành macOS tối ưu và ổn định
",2024-12-09T20:37:10.715Z,4 tháng trước,2025-04-16 15:15:05,Mỹ Quyên,27433.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
30,[],"Màn hình Retina sắc nét, màu sắc sống động
",2024-12-09T20:35:49.580Z,4 tháng trước,2025-04-16 15:15:16,Phước,27432.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
31,"[{'id': 27427, 'creationTime': '2024-12-09T20:33:03.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Khang</p><p><br></p><p>Dạ rất tiếc Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB không hỗ trợ nâng cấp RAM hoặc SSD được ạ vì tất cả phần cứng đều được tích hợp sẵn. Sản phẩn đang có giá ưu đái chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Có thể nâng cấp RAM hoặc SSD không?

",2024-12-09T20:26:57.222Z,4 tháng trước,2025-04-16 15:15:16,Phúc Hồng Khang,27422.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
32,[],"Hàng Apple chắc lượng rất tốt nhưng giá thành hơi cao, hơi hạn chế với mọi đối tượng người dùng nó
",2024-12-09T20:24:16.847Z,4 tháng trước,2025-04-16 15:15:16,Hà,27417.0,False,0.0,"{'images': [], 'videos': []}",202045110255,4.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
33,"[{'id': 27412, 'creationTime': '2024-12-09T20:18:21.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Hoàng</p><p><br></p><p>Dạ rất tiếc Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB không hỗ trợ face ID nhưng máy vẫn dùng Touch ID để bảo mật\u200b rất tốt ạ. Sản phẩn đang có giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","MacBook Air M3 có hỗ trợ Face ID không?
",2024-12-09T20:01:34.362Z,4 tháng trước,2025-04-16 15:15:16,Bá Hoàng,27400.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
34,"[{'id': 27407, 'creationTime': '2024-12-09T20:13:47.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Hà</p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB đang được bán với giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Bên FPT Shop có hỗ trợ trả góp 0% lãi suất qua công ty tài chính và thẻ tín dụng ạ.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Có cho tg không shop ui,2024-12-09T19:59:07.008Z,4 tháng trước,2025-04-16 15:15:16,Đặng Thu Hà,27395.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
35,"[{'id': 27402, 'creationTime': '2024-12-09T20:07:03.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Vinh</p><p><br></p><p>Dạ Macbook Air M3 13 2024 8CPU&nbsp;10GPU/16GB/256GB đang có ưu đãi rất tốt khi thanh toán trả góp qua thẻ tín dụng được hỗ trợ miễn phí chuyển đổi trả góp cho kỳ hạn 3 và 6 tháng ạ. </p><p><br></p><p>Sản phẩn đang có giá ưu đãi sau giảm chỉ còn 28.790.000&nbsp;₫ áp dụng đến 12/12&nbsp;- Đặc quyền sinh viên Giảm ngay 300.000&nbsp;₫.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Thanh toán thẻ tín dụng trả góp có ưu đãi ko?,2024-12-09T19:56:35.371Z,4 tháng trước,2025-04-16 15:15:16,Huỳnh Trần Vinh,27390.0,False,0.0,"{'images': [], 'videos': []}",202045110255,,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
36,[],"Thiết kế mỏng nhẹ và tinh tế, rất phù hợp cho người hay di chuyển
",2024-12-09T19:54:53.525Z,4 tháng trước,2025-04-16 15:15:26,Đông Quân,27389.0,False,0.0,"{'images': [], 'videos': []}",202045110255,5.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
37,[],Máy giao qua có hơi bụi nhưng nhân viên rất chu đáo và tận tâm hướng dẫn cài máy,2024-12-09T19:52:38.483Z,4 tháng trước,2025-04-16 15:15:26,Ý,27385.0,False,0.0,"{'images': [], 'videos': []}",202045110255,3.0,,202045110255,Macbook Air M3 13 2024 8CPU 10GPU/16GB/256GB
