product_id,name,manufacturer,laptop_height_mm,laptop_width_mm,cpu_boost_clock_ghz,root_price_vnd,cpu_threads,cpu_cores,ram_speed,discounted_price_vnd,ram_type,refresh_rate_hz,cpu_base_clock_ghz,ram_slots,battery_capacity_wh,cpu_model,vga_type,laptop_depth_mm,vga_vram_gb,laptop_camera
0220042002244__l111_20250402-105034,Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),hp,242.0,358.5,4.7,,12.0,10.0,3200.0,,ddr4,60.0,1.7,2.0,41.0,1255u,card tích hợp,17.9,,HD
0220042002245__l306_20250402-105034,Laptop Asus Vivobook 14 A1405VA i3 1315U/8GB/512GB/Win11 (LY097W),asus,222.0,317.1,4.5,,8.0,6.0,3200.0,,ddr4,60.0,1.2,2.0,42.0,1315u,card tích hợp,19.9,,HD
0220042002304__l243_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1335U/8GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U085W11BLU),dell,235.56,358.5,4.6,18490000.0,12.0,10.0,2666.0,16990000.0,ddr4,120.0,1.3,2.0,41.0,1335u,card tích hợp,16.96,,HD
0220042002307__l76_20250402-105034,Laptop Asus Vivobook 16 X1605VA i5 1335U/16GB/512GB/Win11 (MB360W),asus,249.5,358.7,4.6,18990000.0,12.0,10.0,3200.0,14690000.0,ddr4,60.0,1.3,2.0,42.0,1335u,card tích hợp,19.9,,HD
0220042002317__l94_20250402-105034,Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA),hp,234.0,360.2,4.4,20990000.0,16.0,12.0,3200.0,18190000.0,ddr4,60.0,1.7,2.0,41.0,1240p,card tích hợp,17.9,,HD
0220042002334__l318_20250402-105034,Laptop MSI Modern 15 B12MO i7 1255U/16GB/512GB/Win11 (487VN),msi,241.0,359.0,4.7,19490000.0,12.0,10.0,3200.0,15690000.0,ddr4,60.0,1.7,0.0,39.3,1255u,card tích hợp,19.9,,HD
0220042002338__l60_20250402-105034,Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Win11 (L1341W),asus,227.6,356.8,4.7,19990000.0,16.0,12.0,3200.0,17690000.0,ddr4,60.0,2.6,2.0,50.0,13500h,card tích hợp,19.9,,HD
0220042002348__l36_20250402-105034,Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),msi,241.0,359.0,4.4,14990000.0,12.0,10.0,3200.0,12690000.0,ddr4,60.0,1.3,0.0,39.3,1235u,card tích hợp,19.9,,HD
0220042002351__l0_20250402-105034,Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Win11 (NJ776W),asus,232.5,360.3,4.3,14490000.0,8.0,4.0,5500.0,12690000.0,lpddr5,60.0,2.8,0.0,42.0,7520u,card tích hợp,17.9,,HD
0220042002353__l207_20250402-105034,Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/Win11 (L1337W),asus,227.6,356.8,4.5,,16.0,12.0,2933.0,,ddr4,60.0,2.5,2.0,50.0,12500h,card tích hợp,19.9,,HD
0220042002355__l130_20250402-105034,Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA),hp,234.0,360.2,4.6,19990000.0,12.0,10.0,3200.0,16790000.0,ddr4,60.0,1.3,2.0,41.0,1335u,card tích hợp,18.0,,HD
0220042002356__l20_20250402-105034,Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA),hp,234.0,360.2,4.6,21290000.0,12.0,10.0,3200.0,18190000.0,ddr4,60.0,1.3,2.0,41.0,1335u,card tích hợp,18.0,,HD
0220042002357__l61_20250402-105034,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),hp,234.0,360.2,5.0,25290000.0,12.0,10.0,3200.0,23690000.0,ddr4,60.0,1.7,2.0,41.0,1355u,card tích hợp,18.0,,HD
0220042002379__l154_20250402-105034,Laptop Acer Gaming Aspire 7 A715 76G 59MW i5 12450H/8GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QMYSV.001),acer,237.4,362.3,4.4,,12.0,8.0,3200.0,,ddr4,144.0,2.0,2.0,50.0,12450h,card rời,19.9,4.0,HD
0220042002387__l23_20250402-105034,Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),lenovo,235.0,359.3,4.4,15990000.0,12.0,8.0,4800.0,14690000.0,lpddr5,60.0,2.0,0.0,47.0,12450h,card tích hợp,17.9,,Full HD
0220042002395__l63_20250402-105034,Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),lenovo,236.0,360.2,4.3,14490000.0,16.0,8.0,3200.0,13690000.0,ddr4,60.0,1.8,2.0,42.0,5700u,card tích hợp,17.9,,HD
0220042002449__l147_20250402-105034,Laptop HP Probook 450 G10 i5 1335U/16GB/512GB/Win11 (873D1PA),hp,233.9,359.4,4.6,22590000.0,12.0,10.0,3200.0,21490000.0,ddr4,60.0,1.3,2.0,51.0,1335u,card tích hợp,19.9,,HD
0220042002450__l195_20250402-105034,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (873D3PA),hp,233.9,359.4,5.0,,12.0,10.0,3200.0,,ddr4,60.0,1.7,2.0,51.0,1355u,card tích hợp,19.9,,HD
0220042002451__l164_20250402-105034,Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (873F2PA),hp,208.4,306.9,5.0,27790000.0,12.0,10.0,3200.0,27490000.0,ddr4,60.0,1.7,2.0,42.0,1355u,card tích hợp,15.9,,HD
0220042002452__l209_20250402-105034,Laptop HP Pavilion 15 eg3095TU i5 1335U/8GB/512GB/Win11 (8C5L6PA),hp,234.0,360.2,4.6,19990000.0,12.0,10.0,3200.0,16790000.0,ddr4,60.0,1.3,2.0,41.0,1335u,card tích hợp,17.9,,HD
0220042002463__l88_20250402-105034,Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W),asus,213.9,324.9,4.6,18490000.0,12.0,10.0,2933.0,14590000.0,ddr4,60.0,1.3,2.0,42.0,1335u,card tích hợp,17.9,,HD
0220042002465__l33_20250402-105034,Laptop Asus Vivobook X1404ZA i3 1215U/8GB/512GB/Win11 (NK246W),asus,213.9,324.9,4.4,11990000.0,8.0,6.0,2933.0,10490000.0,ddr4,60.0,1.2,2.0,42.0,1215u,card tích hợp,17.9,,HD
0220042002466__l71_20250402-105034,Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA),hp,225.9,324.0,4.1,,4.0,2.0,3200.0,,ddr4,60.0,3.0,2.0,41.0,1115g4,card tích hợp,19.9,,HD
0220042002497__l101_20250402-105034,Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU (Z15S),apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,23090000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042002498__l101_20250402-105034,Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU (Z15W),apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,23090000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042002500__l101_20250402-105034,Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU (Z160),apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,23090000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042002535__l78_20250402-105034,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Win11,asus,220.1,312.4,4.5,28990000.0,18.0,14.0,5200.0,26690000.0,lpddr5,120.0,1.2,0.0,75.0,125h,card tích hợp,14.9,,Full HD
0220042002552__l216_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71027003),dell,235.56,358.5,4.4,15490000.0,12.0,10.0,2666.0,13990000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002557__l95_20250402-105034,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Win11 (PP152W),asus,220.1,312.4,4.8,34990000.0,22.0,16.0,4800.0,31690000.0,lpddr5,120.0,1.4,0.0,75.0,155h,card tích hợp,14.9,,Full HD
0220042002559__l22_20250402-105034,Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002),acer,241.26,362.9,4.3,12990000.0,16.0,8.0,3200.0,10990000.0,ddr4,60.0,1.8,2.0,50.0,5700u,card tích hợp,19.9,,HD
0220042002561__l170_20250402-105034,Laptop Acer Aspire 5 A514 56P 54TN i5 1335U/8GB/512GB/Win11 (NX.KHRSV.004),acer,225.5,318.8,4.6,15990000.0,12.0,10.0,6400.0,13990000.0,lpddr5,60.0,1.3,0.0,50.0,1335u,card tích hợp,17.99,,HD
0220042002565__l43_20250402-105034,Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN),lenovo,221.0,312.0,4.4,18490000.0,12.0,8.0,4800.0,17690000.0,lpddr5,60.0,2.0,0.0,56.6,12450h,card tích hợp,17.9,,Full HD
0220042002566__l35_20250402-105034,Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),lenovo,258.7,359.86,4.4,24990000.0,12.0,8.0,4800.0,21690000.0,ddr5,144.0,,2.0,60.0,12450hx,card rời,23.9,6.0,HD
0220042002567__l210_20250402-105034,Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (V5I5610W1),dell,234.9,358.5,4.4,15490000.0,12.0,10.0,2666.0,14490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,17.5,,HD
0220042002569__l228_20250402-105034,Laptop MSI Gaming Katana A15 AI B8VE R7 8845HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (402VN),msi,259.0,359.0,5.1,,16.0,8.0,5600.0,28990000.0,ddr5,144.0,3.8,2.0,53.5,8845hs,card rời,24.9,6.0,HD
0220042002575__l7_20250402-105034,Laptop Acer Aspire 3 A314 42P R3B3 R7 5700U/16GB/512GB/Win11 (NX.KSFSV.001),acer,225.5,318.2,4.3,13990000.0,16.0,8.0,4266.0,11990000.0,lpddr4,60.0,1.8,0.0,50.0,5700u,card tích hợp,17.8,,HD
0220042002577__l19_20250402-105034,Laptop Asus Vivobook X1404ZA i5 1235U/16GB/512GB/Win11 (NK376W),asus,213.9,324.9,4.4,16490000.0,12.0,10.0,3200.0,14490000.0,ddr4,60.0,1.3,2.0,42.0,1235u,card tích hợp,17.9,,HD
0220042002599__l51_20250402-105034,Laptop MacBook Air 13 inch M3 16GB/512GB (MXCU3SA/A),apple,215.0,304.1,4.05,32990000.0,,8.0,6400.0,28690000.0,,60.0,3.4,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002632__l198_20250402-105034,Laptop MSI Prestige 13 AI Evo A1MG Ultra 7 155H/32GB/1TB/Win11 (062VN),msi,210.0,299.0,4.8,33990000.0,22.0,16.0,6400.0,33690000.0,lpddr5,60.0,1.4,0.0,75.0,155h,card tích hợp,16.9,,Full HD
0220042002633__l108_20250402-105034,Laptop Acer Aspire 5 A515 58M 56YX i5 13420H/16GB/512GB/Win11 (NX.KQ8SV.005),acer,237.5,362.9,4.6,17490000.0,12.0,8.0,4800.0,14990000.0,lpddr5,60.0,2.1,0.0,50.0,13420h,card tích hợp,17.9,,Full HD
0220042002635__l5_20250402-105034,Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA),hp,236.0,359.8,4.6,19790000.0,12.0,10.0,3200.0,15890000.0,ddr4,60.0,1.3,2.0,41.0,1334u,card tích hợp,18.6,,HD
0220042002636__l48_20250402-105034,Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT),hp,215.0,324.0,4.6,19590000.0,12.0,10.0,3200.0,17590000.0,ddr4,60.0,1.3,2.0,41.0,1335u,card tích hợp,17.9,,HD
0220042002638__l115_20250402-105034,Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Win11 (9J0B4PT),hp,208.4,306.9,4.6,23590000.0,12.0,10.0,3200.0,22490000.0,ddr4,60.0,1.3,2.0,42.0,1335u,card tích hợp,15.9,,HD
0220042002640__l308_20250402-105034,Laptop HP Gaming VICTUS 16 r0228TX i5 13500H/32GB/512GB/6GB RTX4050/144Hz/Win11 (9Q979PA),hp,259.4,369.0,4.7,,16.0,12.0,5200.0,33290000.0,ddr5,144.0,2.6,2.0,70.0,13500h,card rời,23.9,6.0,Full HD
0220042002641__l309_20250402-105034,Laptop HP Gaming VICTUS 16 r0227TX i5 13500H/32GB/512GB/8GB RTX4060/144Hz/Win11 (9Q978PA),hp,259.4,369.0,4.7,,16.0,12.0,5200.0,34890000.0,ddr5,144.0,2.6,2.0,70.0,13500h,card rời,23.9,8.0,Full HD
0220042002645__l299_20250402-105034,Laptop HP Gaming OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA),hp,259.4,369.0,5.2,,16.0,8.0,5600.0,62890000.0,ddr5,240.0,4.0,2.0,83.0,7940hs,card rời,23.5,8.0,Full HD
0220042002646__l307_20250402-105034,Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Win11 (9J0B5PT),hp,208.4,306.9,4.6,24390000.0,12.0,10.0,3200.0,23290000.0,ddr4,60.0,1.3,2.0,42.0,1335u,card tích hợp,15.9,,HD
0220042002650__l205_20250402-105034,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (i5U165W11GRU),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002653__l244_20250402-105034,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 9 185H/32GB/1TB/120Hz/Win11 (PP475W),asus,220.1,312.4,5.1,36990000.0,22.0,16.0,4800.0,33990000.0,lpddr5,120.0,,0.0,75.0,185h,card tích hợp,14.9,,Full HD
0220042002659__l235_20250402-105034,Laptop HP Gaming VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA),hp,259.4,369.0,5.0,38390000.0,20.0,14.0,5200.0,34290000.0,ddr5,144.0,,2.0,70.0,13700h,card rời,23.9,8.0,Full HD
0220042002679__l251_20250402-105034,Laptop MSI Creator M16 HX C14VFG i7 14700HX/32GB/1TB/8GB RTX4060/240Hz/Win11 (040VN),msi,266.44,359.0,5.5,,28.0,20.0,5600.0,45990000.0,ddr5,240.0,,2.0,65.0,14700hx,card rời,21.81,8.0,HD
0220042002660__l188_20250402-105034,Laptop Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H/16GB/512GB/Win11 (NX.KSLSV.001),acer,217.9,312.9,4.5,23990000.0,18.0,14.0,6400.0,22990000.0,lpddr5,120.0,,0.0,65.0,125h,card tích hợp,14.9,,Full HD
0220042002661__l212_20250402-105034,Laptop Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H/16GB/512GB/Win11 (NX.KSLSV.002),acer,217.9,312.9,4.8,26990000.0,22.0,16.0,6400.0,25790000.0,lpddr5,120.0,1.4,0.0,65.0,155h,card tích hợp,14.9,,Full HD
0220042002663__l40_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,16.96,,HD
0220042002665__l180_20250402-105034,Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/512GB/OfficeHS/Win11 (N4I7204W1),dell,226.15,314.0,5.4,26490000.0,12.0,10.0,5200.0,24990000.0,ddr5,60.0,,2.0,54.0,150u,card tích hợp,18.07,,Full HD
0220042002667__l215_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (P16WD),dell,235.6,358.5,5.0,23490000.0,12.0,10.0,2666.0,22490000.0,ddr4,120.0,,2.0,54.0,1355u,card tích hợp,19.0,,HD
0220042002670__l15_20250402-105034,Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/120Hz/Win11 (MA415W),asus,227.6,356.8,4.5,19990000.0,16.0,12.0,3200.0,16490000.0,ddr4,120.0,2.5,2.0,50.0,12500h,card tích hợp,19.9,,HD
0220042002672__l121_20250402-105034,Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W),asus,246.9,353.6,4.5,27990000.0,18.0,14.0,7467.0,23690000.0,lpddr5,120.0,1.2,0.0,75.0,125h,card tích hợp,15.9,,Full HD
0220042002673__l47_20250402-105034,Laptop Asus Zenbook 14 OLED UX3402VA i5 13500H/16GB/512GB/90Hz/Win11 (KM657W),asus,220.6,313.6,4.7,26990000.0,16.0,12.0,4266.0,23190000.0,lpddr5,90.0,2.6,0.0,75.0,13500h,card tích hợp,16.9,,Full HD
0220042002677__l236_20250402-105034,Laptop MSI Creator Z17 HX Studio A14VGT i7 14700HX/32GB/2TB/8GB RTX4070/165Hz/Win11 (272VN),msi,260.0,382.0,5.5,,28.0,20.0,5600.0,71990000.0,ddr5,165.0,2.1,2.0,90.0,14700hx,card rời,19.0,8.0,Full HD
0220042002681__l13_20250402-105034,Laptop Lenovo Ideapad Slim 3 15AMN8 R5 7520U/16GB/512GB/Win11 (82XQ00J0VN),lenovo,235.0,359.3,4.3,14390000.0,8.0,4.0,5500.0,13190000.0,lpddr5,60.0,2.8,0.0,47.0,7520u,card tích hợp,17.9,,HD
0220042002682__l197_20250402-105034,Laptop Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H/32GB/1TB/OfficeHS/Win11 (83CV001VVN),lenovo,221.0,312.0,4.8,31990000.0,22.0,16.0,7467.0,30490000.0,lpddr5,60.0,1.4,0.0,65.0,155h,card tích hợp,14.9,,Full HD
0220042002690__l51_20250402-105034,Laptop MacBook Air 13 inch M3 16GB/512GB (Z1B600238),apple,215.0,304.1,4.05,,,8.0,6400.0,,,60.0,3.4,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002708__l120_20250402-105034,Laptop Dell Vostro 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (71030559),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002691__l51_20250402-105034,Laptop MacBook Air 13 inch M3 16GB/512GB (Z1B8001XN),apple,215.0,304.1,4.05,32990000.0,,8.0,6400.0,28690000.0,,60.0,3.4,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002693__l51_20250402-105034,Laptop MacBook Air 13 inch M3 16GB/512GB (Z1BC002JH),apple,215.0,304.1,4.05,32990000.0,,8.0,6400.0,28690000.0,,60.0,3.4,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002694__l38_20250402-105034,Laptop HP 15 fd0015TU i7 1355U/16GB/512GB/Win11 (A19C5PA),hp,236.0,359.8,5.0,21990000.0,12.0,10.0,3200.0,20190000.0,ddr4,60.0,1.7,2.0,41.0,1355u,card tích hợp,18.6,,HD
0220042002696__l11_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (25P2312),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002697__l142_20250402-105034,Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (7FN5J),dell,226.15,314.0,5.4,26990000.0,12.0,10.0,5200.0,24990000.0,ddr5,60.0,,2.0,54.0,150u,card tích hợp,18.9,,HD
0220042002702__l31_20250402-105034,Laptop HP 245 G10 R5 7530U/8GB/512GB/Win11 (A20TDPT),hp,215.0,324.0,4.5,14590000.0,12.0,6.0,3200.0,12690000.0,ddr4,60.0,2.0,2.0,41.0,7530u,card tích hợp,17.9,,HD
0220042002703__l10_20250402-105034,Laptop HP 15 fd0303TU i3 1315U/8GB/512GB/Win11 (A2NL4PA),hp,236.0,359.8,4.5,13490000.0,8.0,6.0,3200.0,11490000.0,ddr4,60.0,,2.0,41.0,1315u,card tích hợp,18.6,,HD
0220042002707__l231_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71026454),dell,235.5,358.5,5.0,22390000.0,12.0,10.0,2666.0,21490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,18.9,,HD
0220042002709__l213_20250402-105034,Laptop HP Spectre X360 14 eu0050TU Ultra 7 155H/32GB/1TB/Win11 (A19BLPA),hp,220.4,313.7,4.8,,22.0,16.0,7467.0,56990000.0,lpddr5,120.0,1.4,0.0,68.0,155h,card tích hợp,16.9,,Full HD
0220042002712__l34_20250402-105034,Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001),acer,218.0,313.3,4.4,14990000.0,12.0,10.0,4800.0,14690000.0,ddr5,60.0,1.3,2.0,58.0,1235u,card tích hợp,16.9,,Full HD
0220042002713__l248_20250402-105034,Laptop Lenovo Gaming Legion Pro 7 16IRX9H i9 14900HX/32GB/1TB/16GB RTX4090/240Hz/Win11 (83DE001MVN),lenovo,262.1,363.5,5.8,,32.0,24.0,5600.0,,ddr5,240.0,2.2,2.0,99.9,14900hx,card rời,25.9,16.0,Full HD
0220042002732__l208_20250402-105034,Laptop HP Envy X360 14 fa0048AU R7 8840HS/16GB/512GB/Win11 (A19BQPA),hp,218.9,313.3,5.1,31690000.0,16.0,8.0,6400.0,28290000.0,lpddr5,60.0,3.3,0.0,59.0,8840hs,card tích hợp,16.9,,Full HD
0220042002719__l173_20250402-105034,Laptop Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H/32GB/512GB/Win11 (83DA001YVN),lenovo,221.0,312.0,4.8,27690000.0,22.0,16.0,7467.0,25690000.0,lpddr5,60.0,1.4,0.0,57.0,155h,card tích hợp,16.9,,Full HD
0220042002721__l90_20250402-105034,Laptop Lenovo Ideapad Slim 5 15IRU9 Core 5 120U/16GB/512GB/Win11 (83D0000EVN),lenovo,238.21,343.5,5.0,21690000.0,12.0,10.0,5200.0,17690000.0,lpddr5,60.0,1.4,0.0,57.0,120u,card tích hợp,17.42,,Full HD
0220042002723__l137_20250402-105034,Laptop Lenovo ThinkPad E14 Gen 6 Ultra 7 155U/16GB/512GB/Win11 (21M7004UVN),lenovo,219.3,313.0,4.8,28790000.0,14.0,12.0,5600.0,27790000.0,ddr5,60.0,1.7,2.0,47.0,155u,card tích hợp,17.99,,Full HD
0220042002724__l201_20250402-105034,Laptop Lenovo ThinkBook 16 G7 Ultra 5 125U/16GB/512GB/Win11 (21MS007GVN),lenovo,253.5,356.0,4.3,23690000.0,14.0,12.0,5600.0,22190000.0,ddr5,60.0,1.3,2.0,45.0,125u,card tích hợp,17.5,,Full HD
0220042002725__l116_20250402-105034,Laptop Lenovo V14 G4 i7 1355U/16GB/512GB/Win11 (83A00012VN),lenovo,215.2,324.2,5.0,19990000.0,12.0,10.0,3200.0,17990000.0,ddr4,60.0,1.7,2.0,38.0,1355u,card tích hợp,19.9,,HD
